date,Baie au Saumon,Baie de Gaspe,Baie de plaisance,Baie des Belles Amours,Bassin du Havre Aubert,Cascapedia,Grande Riviere,Grande-Entree,Ile Bonaventure,La jetee de Cap-aux-Meules,Lagune de Havre-aux-Maisons,Marina de Cap-aux-Meules,Marina de Chandler,Marina de Gaspe,Marina de Havre Aubert,Marina de Havre St-Pierre,Marina de Rimouski,Marina de Sainte-Anne-des-Monts,Marina de Sept-iles,Marina de Tadoussac,Marina de l Anse-a-Beaufils,Marina du Havre-aux-Maisons,Mine Seleine,Mont-Louis,Newport,Port de Gros Cacouna,Port-Cartier Quai de Arcelor Mital,Quai CTMA Chandler,Quai Ivan Quinn,Quai commercial de Baie-Comeau,Quai commercial de Cap-aux-Meules,Quai de Mingan,Quai de Pointe-Basse,Quai de Sainte-Therese,Quai de la Relance,Quai des Pilotes des Escoumins,Quai des pecheurs de Cap-aux-Meules,Riviere au Renard,Site aquicole de Grande Entree,Site aquicole de Paspebiac,Site aquicole de Sept-Iles,St-Simeon,Tourelle,Tracadigache
2017-07-06,,,14.857,7.763,20.694,17.503,15.205,17.2,12.902,18.13,19.622,18.489,,15.904,21.011,9.441,12.438,13.773,12.496,10.269,,19.967,20.652,,,15.121,10.44,,18.017,8.084,18.33,,18.483,13.739,8.646,6.119,18.559,,17.998,,8.156,,,
2017-07-07,,,13.356,7.518,20.274,15.12,12.745,17.708,11.863,18.262,19.533,18.827,,16.48,20.806,9.243,15.198,13.706,12.459,9.511,,19.387,20.089,,,14.491,10.505,,18.015,8.084,18.428,,19.123,11.961,8.591,4.301,18.866,,19.238,,8.434,,,
2017-07-08,,,13.865,7.662,20.599,17.357,12.505,17.748,11.819,17.972,19.447,18.742,,17.235,20.512,9.047,14.769,13.869,13.244,8.416,,20.286,20.141,,,12.603,11.733,,18.038,8.454,18.271,,18.432,12.163,9.622,4.73,18.937,,18.738,,8.765,,,
2017-07-09,,,14.554,8.275,20.49,16.866,14.593,17.324,13.188,18.323,19.448,19.139,,18.513,20.776,9.256,15.039,12.241,13.882,7.26,,20.312,20.731,,,12.432,11.593,,17.65,8.252,18.331,,18.973,13.445,9.891,4.47,19.196,,18.581,,8.346,,,
2017-07-10,,,15.349,8.658,21.146,15.657,12.834,17.88,12.525,16.759,20.156,17.87,,18.376,20.958,8.363,13.492,13.244,13.049,7.774,,20.41,20.756,,,12.387,9.743,,16.108,8.736,16.97,,19.025,12.802,9.373,3.975,17.84,,18.247,,7.096,,,
2017-07-11,,,15.315,8.674,21.536,17.876,13.295,18.216,13.577,17.218,20.265,17.664,,17.641,21.211,6.957,12.557,13.955,11.3,6.795,,19.864,21.101,,,12.487,9.599,,16.707,10.78,17.35,,18.277,12.717,9.564,4.24,17.625,,18.104,,6.954,,,
2017-07-12,,,15.573,8.454,20.999,14.842,14.293,18.347,12.493,16.857,20.207,17.675,,17.776,19.098,6.312,12.797,14.045,10.463,6.963,,19.638,20.382,,,12.132,8.601,,16.605,9.835,16.892,,18.207,13.042,11.638,4.347,17.817,,19.095,,7.035,,,
2017-07-13,,,14.577,6.521,20.66,12.789,14.262,17.923,13.171,16.938,20.003,17.421,,17.19,18.34,6.333,11.013,14.442,10.35,7.222,,19.179,19.684,,,11.564,8.307,,16.32,7.677,16.76,,16.937,13.364,7.144,5.11,17.468,,18.869,,5.369,,,
2017-07-14,,,15.455,6.808,21.217,13.615,14.06,18.425,12.816,17.617,20.219,17.964,,17.71,20.072,5.414,11.199,14.64,10.592,6.518,,19.958,20.228,,,11.757,8.368,,17.391,6.844,17.761,,18.046,14.176,7.816,5.803,18.06,,18.462,,4.398,,,
2017-07-15,,,15.052,7.79,21.58,15.268,14.794,18.987,13.153,18.687,19.898,18.806,,17.806,21.329,4.738,11.484,15.108,10.566,7.164,,20.229,21.082,,,12.236,8.59,,18.105,6.928,18.507,,18.93,14.861,7.414,5.925,18.885,,18.766,,5.521,,,
2017-07-16,14.032,,15.986,8.365,21.658,16.107,15.17,19.346,13.013,18.823,20.349,19.516,,18.56,21.808,4.659,12.408,15.286,11.397,7.488,,21.089,21.635,,,13.43,8.647,,18.539,9.029,18.988,,19.199,15.151,9.37,4.469,19.575,,19.529,,5.292,,,
2017-07-17,13.954,,16.14,8.667,22.408,18.443,16.31,19.749,14.424,19.098,21.501,19.446,,18.675,21.633,5.096,12.827,14.25,12.718,8.428,,22.521,22.43,,,13.298,9.361,,18.99,10.364,19.12,,18.934,15.4,9.698,6.214,19.845,,19.506,,5.361,,,
2017-07-18,14.997,,16.179,9.325,23.846,19.615,15.767,20.64,15.417,20.7,22.007,21.102,,19.343,23.654,5.073,13.06,15.008,13.709,7.81,,23.719,23.291,,,13.392,11.869,,20.57,11.757,20.991,,20.87,14.328,11.013,8.158,21.141,,20.584,,5.424,,,
2017-07-19,15.569,,15.469,9.305,23.878,19.162,19.03,20.72,15.267,20.392,22.185,21.235,,20.022,23.5,5.095,13.635,15.344,14.855,7.557,,23.168,24.22,,,14.197,12.206,,20.47,11.624,20.9,,20.974,15.392,15.188,4.779,21.415,,21.176,,6.46,,,
2017-07-20,14.608,,15.492,10.228,23.697,19.427,19.004,20.618,16.144,18.798,22.209,19.966,,21.059,22.098,6.158,14.484,16.35,14.792,7.651,,22.769,23.062,,,14.946,12.811,,18.129,11.859,18.559,,19.782,17.296,15.129,4.072,19.695,,21.439,,7.197,,,25.759
2017-07-21,12.404,,16.55,11.284,23.752,18.451,19.915,20.482,17.458,19.723,21.986,19.85,,19.705,22.625,7.123,15.407,16.17,15.542,7.046,,20.954,22.15,,,14.761,13.568,,19.164,11.356,19.643,,19.71,18.479,13.12,4.486,19.656,,20.803,,7.867,,,25.53
2017-07-22,13.071,,17.273,11.166,23.112,12.971,18.472,20.154,16.764,19.498,20.726,20.113,,18.137,21.611,7.29,15.167,15.55,13.33,5.896,,21.18,21.827,,,12.646,10.247,,18.835,9.265,19.205,,20.121,17.933,14.173,5.024,20.031,,21.359,,7.178,,,21.267
2017-07-23,13.381,,18.272,10.17,21.699,9.473,16.643,18.527,15.121,18.521,19.501,19.2,,16.965,20.499,6.56,13.098,14.822,7.834,5.987,,19.743,19.615,,,13.732,8.249,,18.016,7.66,18.365,,18.739,17.319,8.348,6.329,19.24,,19.956,,5.25,,,18.081
2017-07-24,13.184,,18.293,9.4,21.026,9.898,16.45,18.233,14.355,18.524,20.021,18.91,,16.647,20.39,5.869,11.719,15.082,6.388,4.702,,19.637,18.861,,,11.087,7.305,,17.889,6.288,18.355,,19.116,16.278,6.31,8.346,18.959,,19.157,,4.386,,,19.42
2017-07-25,13.632,,17.991,9.197,20.703,11.977,16.537,18.004,14.778,18.851,20.355,18.865,,17.103,20.337,5.291,10.3,14.487,6.797,4.385,,19.699,19.427,,,11.467,7.562,,18.215,6.365,18.736,,18.959,16.235,5.82,8.566,19.02,,18.762,,3.952,,,14.758
2017-07-26,13.982,,16.601,9.691,20.459,16.055,16.566,18.515,14.968,19.213,19.773,19.261,,17.888,20.726,4.985,10.341,13.632,7.749,5.195,,19.912,19.583,,,12.315,8.632,,18.854,7.694,19.187,,19.153,16.096,6.459,7.535,19.268,,18.873,,4.685,,,15.071
2017-07-27,14.776,,15.892,10.366,20.381,17.76,15.828,18.849,14.669,19.378,20.247,19.452,,17.546,21.121,4.646,10.713,13.802,7.259,4.718,,20.072,19.948,,,12.719,9.404,,19.18,8.745,19.406,,19.747,15.377,7.851,4.122,19.543,,18.731,,5.156,,,15.814
2017-07-28,15.039,,15.291,10.165,19.461,17.471,15.485,18.66,14.754,18.515,19.419,18.833,,17.667,19.802,4.325,11.947,14.031,7.732,5.301,,19.372,19.643,,,12.393,8.493,,18.465,7.935,18.692,,19.222,15.007,9.662,3.924,19.033,,18.931,,6.102,,,15.434
2017-07-29,13.911,,16.679,9.551,19.965,14.047,15.836,18.444,15.306,18.325,19.545,18.415,,17.624,19.939,4.583,11.534,13.903,7.706,6.552,,19.682,19.328,,,11.435,8.056,,17.456,6.861,17.944,,18.744,15.809,8.861,5.869,18.255,,19.027,,5.871,,,10.689
2017-07-30,14.881,,16.636,9.961,20.404,14.116,16.295,18.623,15.125,18.528,20.272,18.765,,17.482,20.732,5.419,11.651,13.907,9.078,6.925,,20.415,19.704,,,11.79,6.494,,18.06,7.144,18.271,,18.583,16.037,7.422,6.887,18.789,,18.905,,5.593,,,7.53
2017-07-31,14.814,,16.913,10.544,21.081,14.667,16.768,19.299,14.223,19.175,20.994,19.495,,17.563,21.548,5.77,11.555,13.963,10.714,7.444,,21.217,19.96,,,12.795,6.241,,18.732,6.121,19.193,,19.306,16.076,7.619,5.499,19.394,,19.205,,5.323,,,7.157
2017-08-01,12.624,,17.056,12.009,21.574,15.812,17.361,19.843,14.864,19.082,21.062,19.653,,18.449,22.048,5.674,12.637,14.461,10.814,8.624,,21.741,21.118,,,13.652,8.953,,18.946,6.235,19.038,,19.818,15.677,8.933,5.386,19.972,,19.807,,5.629,,,10.271
2017-08-02,12.851,,18.002,11.566,21.96,16.967,18.157,19.786,16.553,19.033,21.053,19.178,,18.654,22.226,6.096,11.479,14.317,8.871,9.202,,21.283,21.037,,,15.177,8.711,,18.564,6.42,18.981,,18.099,17.567,7.849,5.18,19.451,,20.112,,5.256,,,12.265
2017-08-03,14.668,,16.685,12.026,21.918,17.785,18.577,19.967,16.506,20.284,21.319,20.256,,18.577,22.784,10.095,12.183,15.21,8.953,8.314,,21.79,21.598,,,15.836,9.472,,19.647,10.535,20.085,,19.97,17.517,10.33,5.809,20.142,,20.292,,7.251,,,15.062
2017-08-04,15.295,,15.638,11.969,21.96,18.898,19.314,20.438,16.06,20.541,21.889,21.115,,20.487,22.803,11.964,13.313,14.124,10.184,9.014,,22.404,22.189,,,15.375,9.498,,20.559,11.69,20.994,,20.99,17.47,9.444,7.118,21.24,,20.78,,8.144,,,16.549
2017-08-05,15.611,,17.711,11.823,22.181,19.184,19.202,20.501,16.964,20.492,22.072,21.463,,19.608,23.228,12.715,13.782,9.077,11.831,6.145,,22.731,22.29,,,14.061,10.766,,20.18,13.832,20.729,,21.204,18.898,10.968,9.807,21.628,,21.136,,9.947,,,16.832
2017-08-06,16.163,,18.352,11.834,21.586,18.897,18.627,20.228,15.783,19.887,21.758,20.587,,19.441,20.82,12.627,15.384,11.641,12.603,6.291,,21.42,21.423,,,12.629,12.34,,19.909,12.105,20.148,,20.385,18.112,13.071,9.945,20.947,,20.544,,12.13,,,17.997
2017-08-07,16.387,,17.782,13.707,20.932,14.951,15.811,19.983,14.126,19.368,20.612,19.827,,19.47,19.503,12.324,15.155,12.699,13.544,6.934,,20.273,20.48,,,12.276,12.728,,19.061,10.444,19.445,,19.555,15.249,13.38,5.535,19.942,,20.391,,11.61,,,8.219
2017-08-08,16.545,,17.863,12.078,20.47,13.46,9.64,19.459,12.889,18.523,20.169,18.97,,18.6,18.505,10.866,13.171,12.753,13.502,6.106,,19.558,19.902,,,11.992,10.453,,18.239,6.172,18.496,,19.047,11.262,10.296,4.883,19.019,,19.752,,6.267,,,3.81
2017-08-09,16.824,,17.81,11.966,20.285,13.362,12.474,18.843,12.703,18.272,19.6,18.572,,18.308,18.584,7.586,11.87,12.54,12.552,5.349,,19.334,19.664,,,11.431,11.491,,17.865,6.291,18.265,,19.129,12.148,8.91,4.144,18.636,,19.43,,3.808,,,3.003
2017-08-10,17.297,,17.46,12.855,20.463,14.646,14.517,19.449,12.661,18.633,19.918,19.091,,18.272,20.271,6.44,11.902,12.857,11.383,5.338,,20.238,20.126,,,11.145,9.575,,18.306,7.562,18.755,,19.99,13.688,7.397,3.854,19.175,,19.323,,5.55,,,3.486
2017-08-11,17.16,,17.812,12.506,21.065,15.085,14.428,19.684,13.312,18.774,20.297,19.28,,18.046,20.662,6.052,11.045,12.509,9.675,4.596,,20.864,20.704,,,10.919,9.211,,18.524,7.851,19.012,,19.992,13.857,8.346,4.108,19.329,,19.425,,5.031,,,5.437
2017-08-12,16.483,,18.112,12.355,21.087,15.609,14.64,19.812,14.04,19.342,20.504,19.233,,17.867,21.268,5.416,10.337,11.613,7.62,4.071,,20.658,20.848,,,9.743,9.476,,18.894,9.273,19.217,,19.809,14.394,8.079,5.717,19.4,,19.753,,5.561,,,9.395
2017-08-13,15.261,,18.397,13.66,20.747,17.57,14.505,19.75,13.922,19.538,20.114,19.428,,17.837,20.656,4.947,10.521,10.854,8.922,4.325,,20.348,19.993,,,10.344,10.227,,19.24,11.226,19.534,,19.797,14.111,10.483,6.187,19.493,,19.817,,7.317,,,13.685
2017-08-14,15.595,,18.117,13.493,20.697,14.533,14.549,20.008,13.674,19.566,20.281,19.67,,17.116,20.463,5.51,10.585,11.443,9.376,6.275,,20.592,20.327,,,11.539,8.283,,19.26,9.61,19.581,,20.049,14.053,11.904,7.001,19.767,,19.966,,9.881,,,10.191
2017-08-15,15.869,,18.562,10.846,21.056,16.339,14.306,19.874,14.075,19.306,20.461,19.4,,16.747,20.943,5.932,10.17,11.211,9.705,6.226,,20.656,20.817,,,11.392,9.702,,19.125,8.889,19.39,,19.402,13.62,10.162,7.59,19.76,,20.087,,8.974,,,10.847
2017-08-16,14.396,,18.633,11.942,21.167,15.475,15.558,19.812,13.838,19.628,20.365,19.563,,16.629,20.942,5.271,10.963,11.336,11.246,6.895,,20.602,20.869,,,11.391,10.181,,19.402,9.514,19.648,,19.831,14.577,10.958,7.887,19.729,,20.103,,10.679,,,11.081
2017-08-17,12.22,,18.496,13.373,19.824,12.274,14.124,19.121,13.536,19.026,19.458,18.998,,16.472,18.805,5.55,11.017,10.502,11.162,8.551,,19.0,19.792,,,12.314,10.049,,19.003,9.146,19.144,,18.906,14.546,10.815,6.163,19.259,,19.729,,8.813,,,10.611
2017-08-18,12.019,,17.856,12.758,18.67,12.862,13.999,18.476,13.325,18.486,18.389,18.548,,16.625,17.97,5.203,9.537,11.206,11.515,7.917,,18.239,19.237,,,12.025,11.046,,18.379,9.958,18.504,,18.163,14.348,10.812,6.668,18.968,,18.95,,8.27,,,7.872
2017-08-19,12.592,,17.898,12.777,18.822,14.237,14.385,18.581,13.583,18.642,18.813,18.891,,16.43,18.988,5.223,10.461,10.229,12.032,5.394,,18.81,19.266,,,11.65,12.587,,18.306,12.932,18.633,,18.497,14.436,11.008,8.561,19.081,,18.913,,8.879,,,10.817
2017-08-20,13.237,,17.925,13.241,19.179,15.205,14.774,18.769,13.814,18.965,19.082,19.184,,16.584,19.146,5.737,11.129,11.034,11.018,5.066,,19.238,19.156,,,11.822,11.6,,18.693,12.357,19.032,,18.925,14.111,12.513,8.506,19.258,,18.816,,9.701,,,14.832
2017-08-21,14.218,,18.084,14.153,19.597,15.873,14.753,19.111,13.961,19.339,19.286,19.477,,16.866,19.862,6.44,12.488,11.076,11.549,5.832,,19.93,19.391,,,13.16,11.572,,18.94,11.794,19.389,,19.465,14.128,12.423,6.945,19.557,,19.026,,10.179,,,14.265
2017-08-22,14.861,,18.333,14.145,20.31,15.99,14.501,19.288,13.109,19.419,19.537,19.761,,17.511,20.635,6.264,11.489,11.777,11.848,5.158,,20.485,20.016,,,12.258,11.99,,19.166,9.079,19.388,,20.081,13.735,12.073,5.487,19.883,,19.377,,10.414,,,13.442
2017-08-23,12.893,,18.156,13.593,20.849,16.608,14.772,19.148,13.694,19.7,19.906,19.723,,17.057,21.094,6.259,11.143,9.909,11.723,4.841,,20.492,20.545,,,12.045,12.633,,19.153,9.695,19.569,,19.71,13.738,10.962,5.909,19.848,,19.386,,10.633,,,13.989
2017-08-24,13.522,,17.422,13.75,20.829,15.183,13.827,19.691,13.288,19.902,20.119,20.186,,17.333,21.346,5.94,11.712,11.176,12.696,5.673,,20.689,20.702,,,12.154,12.108,,19.348,8.236,19.825,,20.202,13.465,10.515,5.061,20.201,,20.033,,10.791,,,12.05
2017-08-25,14.648,,18.278,13.21,21.103,14.066,12.746,19.846,12.448,18.95,20.405,19.456,,17.101,20.984,6.005,11.17,11.157,11.789,5.236,,20.953,20.873,,,11.564,10.861,,18.695,7.414,18.819,,19.937,13.26,11.191,3.533,19.597,,20.004,,8.494,,,8.776
2017-08-26,13.7,,18.204,12.989,20.941,12.618,14.046,19.25,12.628,19.192,20.156,18.947,,16.653,20.286,5.868,10.754,11.245,10.389,5.827,,20.186,20.225,,,10.946,12.274,,18.821,8.982,19.114,,19.206,14.27,10.546,4.344,19.005,,19.574,,9.028,,,7.363
2017-08-27,14.401,,18.74,12.536,20.12,15.261,14.42,18.714,13.087,18.939,19.861,18.832,,15.917,19.59,6.398,10.12,11.25,11.398,5.995,,19.383,19.63,,,10.707,10.777,,18.661,9.347,18.959,,18.679,14.185,9.895,5.461,18.984,,19.369,,8.124,,,7.624
2017-08-28,14.917,,18.2,11.264,19.994,15.685,14.407,18.927,13.663,19.098,19.792,18.959,,15.65,19.751,6.564,10.043,10.381,12.39,6.863,,19.597,19.17,,,10.929,10.562,,18.814,10.328,19.059,,19.044,14.323,10.577,6.421,18.975,,19.185,,7.962,,,8.868
2017-08-29,15.316,,18.228,11.233,20.438,15.864,14.099,19.288,13.698,19.323,20.239,19.46,,15.715,20.227,6.991,10.151,9.958,13.078,8.045,,20.223,19.315,,,11.638,12.765,,19.188,11.011,19.492,,19.383,14.113,9.704,6.35,19.537,,19.116,,7.509,,,12.603
2017-08-30,16.172,,18.355,11.793,20.974,16.484,14.49,19.366,13.939,19.494,20.587,19.626,,15.563,20.887,7.305,10.842,10.108,13.222,9.358,,20.533,20.058,,,12.269,11.44,,19.348,11.692,19.619,,19.771,14.126,10.401,7.374,19.974,,19.314,,6.897,,,14.306
2017-08-31,15.434,,18.361,12.821,20.776,16.451,15.841,19.209,13.982,19.512,20.219,19.488,,15.95,20.431,7.658,9.881,10.55,13.117,8.578,,20.061,20.269,,,13.708,11.397,,19.324,11.545,19.55,,19.553,14.467,12.553,6.285,19.695,,19.487,,8.661,,,13.084
2017-09-01,12.696,,18.029,13.542,19.631,13.86,14.343,18.612,13.505,19.094,19.435,18.855,,15.726,19.243,8.338,9.521,10.525,10.374,9.181,,18.904,19.257,,,12.805,9.678,,19.01,7.77,19.164,,18.72,14.611,13.348,6.201,19.179,,18.785,,9.067,,,9.087
2017-09-02,9.849,,17.794,12.202,17.902,11.256,12.976,17.558,11.871,17.905,17.49,17.878,,15.184,17.306,10.772,10.254,10.153,9.772,9.636,,17.097,18.015,,,12.228,9.72,,17.706,7.66,17.799,,17.255,13.427,10.357,7.305,18.145,,18.001,,10.177,,,6.59
2017-09-03,10.965,,17.502,12.011,17.372,11.157,13.216,17.122,12.153,17.643,17.083,17.539,,13.894,17.009,11.727,11.339,9.372,10.735,7.824,,16.826,17.953,,,12.269,10.122,,17.188,9.67,17.566,,17.281,13.059,9.541,7.721,17.571,,17.409,,9.768,,,6.545
2017-09-04,11.445,,17.215,12.357,17.388,12.488,14.309,17.073,12.134,17.648,17.041,17.601,,13.98,16.963,12.483,11.981,9.314,11.342,6.915,,17.262,17.37,,,11.049,11.583,,17.407,11.297,17.665,,17.647,12.934,11.444,8.175,17.719,,17.328,,10.591,,,10.486
2017-09-05,11.974,,16.759,12.255,17.447,14.275,13.124,17.302,12.422,17.719,17.311,17.696,,14.266,17.585,13.386,11.872,10.224,12.036,6.659,,17.723,17.424,,,11.017,11.823,,17.481,11.337,17.741,,17.834,13.165,11.474,7.419,17.806,,17.316,,9.895,,,13.503
2017-09-06,12.487,,16.201,12.097,17.946,14.336,13.716,17.791,12.229,18.099,17.813,18.332,,15.136,18.64,13.192,10.626,10.611,11.417,6.052,,18.69,18.134,,,10.107,11.455,,17.802,10.881,18.167,,18.372,12.846,10.911,7.424,18.263,,17.732,,9.371,,,13.497
2017-09-07,12.86,,15.18,12.037,18.361,14.331,14.91,18.164,12.377,18.335,18.34,18.65,,15.213,18.855,13.208,9.45,10.385,11.721,5.935,,19.023,18.707,,,9.0,11.288,,18.157,11.066,18.548,,18.686,12.758,11.327,8.124,18.673,,18.251,,10.104,,,13.422
2017-09-08,14.333,,14.703,11.959,18.676,14.026,13.916,18.312,11.675,16.612,18.527,17.79,,15.22,17.993,13.247,8.869,11.07,11.773,6.542,,18.921,18.837,,,9.472,11.382,,16.293,9.745,16.908,,18.23,13.107,11.067,7.828,18.067,,18.454,,10.016,,,12.407
2017-09-09,14.0,,15.67,11.815,18.896,14.473,13.225,18.011,11.299,16.399,18.501,16.387,,15.104,16.942,12.26,8.611,10.951,11.097,6.773,,18.038,18.839,,,9.34,11.925,,16.121,10.476,16.428,,16.548,12.823,10.369,7.29,16.764,,18.322,,9.842,,,11.671
2017-09-10,14.089,,16.129,11.143,18.433,14.481,13.533,17.693,11.89,16.875,18.094,16.738,,14.538,17.129,11.53,8.362,11.428,11.713,6.9,,17.76,18.335,,,8.99,11.713,,16.479,10.723,16.729,,16.774,13.234,10.877,7.443,16.773,,18.224,,10.166,,,10.069
2017-09-11,13.564,,16.221,12.044,17.738,13.083,13.816,17.051,11.677,16.734,17.343,16.521,,14.519,16.561,10.827,8.289,11.321,12.04,6.884,,16.958,17.341,,,9.458,10.766,,16.396,11.519,16.672,,16.501,12.859,10.411,6.554,16.634,,17.85,,9.882,,,9.379
2017-09-12,11.533,,16.271,12.397,16.572,14.054,13.685,16.548,11.862,16.436,17.052,16.21,,13.817,15.672,10.811,8.462,10.794,10.991,6.708,,16.289,16.82,,,10.276,11.168,,16.168,11.023,16.407,,16.21,12.851,11.361,4.93,16.385,,17.217,,10.436,,,10.629
2017-09-13,11.814,,16.12,12.213,16.751,14.557,13.412,16.649,,16.417,16.939,16.395,,14.038,16.06,11.129,9.797,11.549,11.39,7.572,,16.725,17.103,,,10.726,11.686,,16.068,10.644,16.441,,16.736,12.792,11.517,4.414,16.519,,17.103,,11.0,,,11.73
2017-09-14,12.849,,16.252,12.501,17.474,14.703,12.635,17.055,,16.657,17.116,16.861,,14.481,17.132,10.907,10.146,11.955,11.48,7.74,,17.472,17.115,,,11.808,11.389,,16.425,9.966,16.655,,17.459,12.72,11.66,4.462,16.946,,17.083,,11.106,,,11.869
2017-09-15,13.582,,16.297,12.943,17.77,15.005,13.015,17.033,,16.49,17.361,16.663,,13.788,17.294,10.763,10.113,10.581,10.889,8.338,,17.613,16.885,,,10.396,10.969,,16.29,8.855,16.456,,16.791,13.14,9.971,5.607,16.847,,17.03,,11.513,,,12.952
2017-09-16,13.604,,16.37,13.059,17.702,15.0,13.163,16.911,,16.501,17.432,16.697,,13.931,17.311,10.146,10.178,10.511,11.264,6.594,,17.412,16.817,,,10.571,11.141,,16.223,10.25,16.47,,16.655,12.955,10.374,5.924,16.847,,16.967,,11.219,,,12.839
2017-09-17,13.671,,16.257,12.38,17.385,14.771,12.999,16.444,,16.352,17.018,16.469,,13.816,16.817,8.656,10.108,9.557,11.026,6.339,,16.638,16.616,,,9.363,11.556,,16.139,10.718,16.387,,16.426,12.797,10.122,6.413,16.542,,16.749,,11.623,,,14.467
2017-09-18,13.631,,16.326,11.758,16.638,14.628,12.967,16.11,,16.204,16.753,16.138,,13.346,16.158,8.574,9.627,9.546,11.41,5.622,,16.142,16.342,,,8.828,11.5,,16.017,11.054,16.269,,16.137,12.536,10.62,6.707,16.231,,16.494,,11.403,,,14.485
2017-09-19,13.292,,16.317,11.526,16.873,14.765,13.636,16.342,,16.378,16.64,16.325,,13.568,16.59,9.749,9.546,9.751,11.358,6.058,,16.654,16.507,,,9.493,11.636,,16.146,11.702,16.408,,16.501,12.628,11.294,7.505,16.447,,16.266,,11.454,,,14.506
2017-09-20,13.295,,16.099,11.371,17.243,15.133,13.643,16.662,,16.616,16.833,16.715,,14.155,17.184,10.892,9.06,9.408,12.073,6.445,,17.201,16.995,,,10.642,11.615,,16.367,11.835,16.66,,16.883,13.073,11.488,9.28,16.738,,16.508,,11.317,,,14.464
2017-09-21,12.445,,16.292,10.378,17.179,15.216,12.831,16.337,,16.529,16.646,16.485,,14.048,16.81,10.803,8.714,10.72,12.062,6.588,,16.766,16.604,,,9.348,11.343,,16.239,10.593,16.567,,16.337,13.269,11.165,9.914,16.645,,16.524,,11.743,,,14.14
2017-09-22,12.287,,16.368,8.694,17.011,15.167,13.043,16.087,,16.572,16.704,16.557,,13.794,16.807,10.246,8.837,10.934,12.296,6.742,,16.626,16.387,,,9.686,12.186,,16.334,10.448,16.669,,16.506,12.776,11.258,9.09,16.592,,16.393,,,,,14.323
2017-09-23,11.671,,16.289,8.585,17.136,15.086,12.873,16.346,,16.65,16.733,16.629,,13.763,17.12,9.467,9.158,11.781,11.843,6.938,,16.95,16.321,,,10.861,12.508,,16.524,10.958,16.749,,17.04,12.732,11.945,6.632,16.763,,16.315,,,,,13.95
2017-09-24,10.416,,16.109,8.254,16.972,15.235,12.513,16.038,,16.328,16.515,16.328,,13.665,16.531,8.481,9.678,11.621,11.528,6.621,,16.518,16.145,,,9.91,12.511,,16.2,10.388,16.441,,15.955,12.639,11.112,7.682,16.455,,16.134,,,,,12.806
2017-09-25,10.562,,16.156,8.101,17.034,15.245,12.699,15.93,,16.377,16.54,16.407,,,16.784,8.476,9.359,10.392,11.531,7.257,,16.401,16.174,,,10.185,12.341,,16.195,10.155,16.577,,16.078,12.461,11.45,7.435,16.56,,15.946,,,,,12.853
2017-09-26,9.921,,16.083,8.176,17.521,15.394,,16.46,,16.901,16.963,16.971,,,17.275,8.775,9.954,10.099,11.297,8.321,,17.327,16.514,,,12.01,12.636,,16.556,10.842,16.875,,16.857,,12.228,5.652,17.007,,16.181,,,,,13.558
2017-09-27,9.463,,15.936,7.833,16.928,14.884,,15.828,,16.538,16.595,16.417,,,16.063,8.434,9.057,,10.903,8.813,,16.246,15.916,,,9.77,12.168,,16.36,10.717,16.565,,15.762,,11.618,7.197,16.419,,16.025,,,,,14.893
2017-09-28,8.034,,15.921,7.599,16.8,14.727,,15.874,,16.391,16.264,16.26,,,16.254,9.689,9.405,,10.612,7.965,,16.221,15.688,,,9.913,10.904,,16.216,9.935,16.456,,15.918,,11.1,7.737,16.431,,15.908,,,,,14.813
2017-09-29,7.473,,15.609,7.347,15.701,14.331,,15.301,,15.885,15.427,15.675,,,14.944,10.664,,,9.793,9.044,,15.078,15.463,,,9.787,10.079,,15.806,8.432,15.974,,15.236,,10.948,8.189,15.953,,15.622,,,,,13.161
2017-09-30,7.382,,15.153,7.686,14.134,13.976,,14.346,,14.809,14.1,14.83,,,13.311,10.736,,,9.58,9.319,,13.477,14.612,,,10.158,9.901,,14.697,7.572,14.915,,14.372,,9.936,8.136,15.124,,14.783,,,,,9.968
2017-10-01,7.342,,14.904,7.416,13.47,11.781,,13.809,,14.324,13.832,14.229,,,12.633,11.067,,,9.718,9.03,,13.02,13.509,,,10.416,9.574,,14.165,7.761,14.367,,13.728,,9.316,6.131,14.44,,14.128,,,,,8.402
2017-10-02,7.288,,14.148,7.327,12.95,12.391,,13.552,,14.056,13.433,13.79,,,12.366,,,,,9.13,,12.969,13.224,,,9.294,,,13.669,6.178,14.122,,13.349,,8.936,6.119,13.941,,13.605,,,,,8.286
2017-10-03,7.334,,13.867,7.063,12.004,12.966,,12.869,,13.416,12.177,13.189,,,11.463,,,,,6.817,,12.213,12.49,,,9.007,,,13.196,,13.461,,13.029,,,,13.34,,13.0,,,,,9.89
2017-10-04,7.521,,13.815,6.852,12.202,14.086,,13.094,,13.609,12.551,13.373,,,12.213,,,,,,,12.855,12.63,,,,,,13.198,,13.538,,13.29,,,,13.436,,12.941,,,,,
2017-10-05,8.072,,13.727,7.22,13.269,15.059,,13.522,,13.912,13.25,13.937,,,13.637,,,,,,,13.972,13.28,,,,,,13.734,,13.972,,13.996,,,,13.947,,13.412,,,,,
